language,sentence_id,type,n_nodes,max_arity,mean_arity,tree_depth,mean_depth,density
German,941,natural,18,6,2.8333333333333335,3,1.7222222222222223,0.05555555555555555
German,941,random,18,3,1.5454545454545454,7,3.3333333333333335,0.05555555555555555
German,942,natural,17,6,2.6666666666666665,4,1.9411764705882353,0.058823529411764705
German,942,random,17,3,1.4545454545454546,7,3.411764705882353,0.058823529411764705
German,943,natural,7,5,3.0,2,1.0,0.14285714285714285
German,943,random,7,3,1.5,4,1.7142857142857142,0.14285714285714285
German,944,natural,19,6,3.0,4,2.526315789473684,0.05263157894736842
German,944,random,19,3,1.5,9,3.8421052631578947,0.05263157894736842
German,945,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,945,random,9,4,2.0,4,1.7777777777777777,0.1111111111111111
German,946,natural,11,6,2.5,2,1.2727272727272727,0.09090909090909091
German,946,random,11,4,1.6666666666666667,3,1.6363636363636365,0.09090909090909091
German,947,natural,16,4,3.5,3,2.0,0.058333333333333334
German,947,random,16,4,2.142857142857143,5,2.1875,0.0625
German,948,natural,32,7,3.25,3,2.2222222222222223,0.02620967741935484
German,948,random,32,4,1.4090909090909092,10,4.4375,0.03125
German,949,natural,7,5,3.0,2,1.0,0.14285714285714285
German,949,random,7,2,1.2,4,1.8571428571428572,0.14285714285714285
German,950,natural,5,4,4.0,1,0.8,0.2
German,950,random,5,2,1.3333333333333333,2,1.2,0.2
German,951,natural,6,3,2.5,2,1.3333333333333333,0.16666666666666666
German,951,random,6,3,2.5,2,1.1666666666666667,0.16666666666666666
German,952,natural,11,4,2.5,3,1.5454545454545454,0.09090909090909091
German,952,random,11,3,1.6666666666666667,4,2.1818181818181817,0.09090909090909091
German,953,natural,28,8,2.7,4,1.9285714285714286,0.03571428571428571
German,953,random,28,3,1.5,12,5.928571428571429,0.03571428571428571
German,954,natural,11,6,3.3333333333333335,2,1.2727272727272727,0.09090909090909091
German,954,random,11,3,1.25,6,2.5454545454545454,0.09090909090909091
German,955,natural,8,5,2.3333333333333335,2,1.125,0.125
German,955,random,8,3,1.75,3,1.5,0.125
German,956,natural,16,4,3.0,4,2.5,0.0625
German,956,random,16,3,1.5,9,4.3125,0.0625
German,957,natural,9,7,4.0,2,1.0,0.1111111111111111
German,957,random,9,3,1.3333333333333333,5,2.111111111111111,0.1111111111111111
German,958,natural,10,5,3.0,2,1.3,0.1
German,958,random,10,4,1.8,5,2.0,0.1
German,959,natural,6,4,2.5,2,1.0,0.16666666666666666
German,959,random,6,3,1.6666666666666667,2,1.1666666666666667,0.16666666666666666
German,960,natural,12,5,3.6666666666666665,2,1.4166666666666667,0.08333333333333333
German,960,random,12,3,1.5714285714285714,5,2.3333333333333335,0.08333333333333333
German,961,natural,12,6,3.6666666666666665,3,1.4166666666666667,0.08333333333333333
German,961,random,12,4,1.5714285714285714,5,2.1666666666666665,0.08333333333333333
German,962,natural,10,3,1.8,3,1.7,0.1
German,962,random,10,4,1.8,4,1.8,0.1
German,963,natural,21,6,2.857142857142857,3,1.8571428571428572,0.047619047619047616
German,963,random,21,4,1.6666666666666667,5,2.7142857142857144,0.047619047619047616
German,964,natural,6,2,1.25,3,1.5,0.16666666666666666
German,964,random,6,2,1.25,3,1.5,0.16666666666666666
German,965,natural,10,6,3.0,2,1.2,0.1
German,965,random,10,3,2.25,3,1.7,0.1
German,966,natural,7,2,1.5,3,1.7142857142857142,0.14285714285714285
German,966,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,967,natural,26,6,3.125,4,2.269230769230769,0.038461538461538464
German,967,random,26,4,1.4705882352941178,8,3.6538461538461537,0.038461538461538464
German,968,natural,5,3,2.0,2,1.0,0.2
German,968,random,5,4,4.0,1,0.8,0.2
German,969,natural,6,5,5.0,1,0.8333333333333334,0.16666666666666666
German,969,random,6,4,2.5,2,1.0,0.16666666666666666
German,970,natural,16,7,2.142857142857143,6,2.0625,0.0625
German,970,random,16,4,1.3636363636363635,9,3.4375,0.0625
German,971,natural,13,4,2.4,4,2.0,0.07692307692307693
German,971,random,13,3,1.3333333333333333,6,2.769230769230769,0.07692307692307693
German,972,natural,14,13,13.0,1,0.9285714285714286,0.07142857142857142
German,972,random,14,3,1.4444444444444444,5,2.357142857142857,0.07142857142857142
German,973,natural,12,4,2.2,3,1.6666666666666667,0.08333333333333333
German,973,random,12,3,1.375,5,2.5833333333333335,0.08333333333333333
German,974,natural,19,8,3.0,3,1.5789473684210527,0.05263157894736842
German,974,random,19,5,1.8,8,3.5789473684210527,0.05263157894736842
German,975,natural,17,6,4.0,3,1.7647058823529411,0.058823529411764705
German,975,random,17,5,1.6,8,3.235294117647059,0.058823529411764705
German,976,natural,8,4,2.3333333333333335,3,1.5,0.125
German,976,random,8,3,1.4,4,1.75,0.125
German,977,natural,19,5,3.0,4,2.0526315789473686,0.05263157894736842
German,977,random,19,4,1.6363636363636365,8,3.5789473684210527,0.05263157894736842
German,978,natural,23,7,3.6666666666666665,3,2.0,0.043478260869565216
German,978,random,23,3,1.4666666666666666,7,3.652173913043478,0.043478260869565216
German,979,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,979,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,980,natural,7,3,3.0,2,1.2857142857142858,0.14285714285714285
German,980,random,7,2,1.2,5,2.2857142857142856,0.14285714285714285
German,981,natural,11,3,2.5,4,2.0,0.09090909090909091
German,981,random,11,3,1.4285714285714286,4,1.9090909090909092,0.09090909090909091
German,982,natural,6,4,2.5,2,1.0,0.16666666666666666
German,982,random,6,3,1.6666666666666667,2,1.1666666666666667,0.16666666666666666
German,983,natural,8,3,1.75,4,1.75,0.125
German,983,random,8,2,1.1666666666666667,5,2.25,0.125
German,984,natural,6,4,2.5,2,1.0,0.16666666666666666
German,984,random,6,3,1.6666666666666667,3,1.3333333333333333,0.16666666666666666
German,985,natural,5,4,4.0,1,0.8,0.2
German,985,random,5,3,2.0,2,1.0,0.2
German,986,natural,14,7,4.333333333333333,2,1.3571428571428572,0.07142857142857142
German,986,random,14,4,1.8571428571428572,6,2.7857142857142856,0.07142857142857142
German,987,natural,14,5,2.6,3,1.7857142857142858,0.07142857142857142
German,987,random,14,3,1.1818181818181819,5,2.5714285714285716,0.07142857142857142
German,988,natural,19,6,3.0,3,1.894736842105263,0.05263157894736842
German,988,random,19,4,1.3846153846153846,6,3.0,0.05263157894736842
German,989,natural,25,8,3.142857142857143,4,2.0869565217391304,0.03666666666666667
German,989,random,25,4,1.411764705882353,10,3.96,0.04
German,990,natural,5,4,4.0,1,0.8,0.2
German,990,random,5,3,2.0,2,1.0,0.2
German,991,natural,15,4,2.4,3,1.6923076923076923,0.05714285714285714
German,991,random,15,3,1.4,5,2.466666666666667,0.06666666666666667
German,992,natural,10,3,2.25,3,1.8,0.1
German,992,random,10,4,2.25,3,1.5,0.1
German,993,natural,9,4,2.6666666666666665,2,1.3333333333333333,0.1111111111111111
German,993,random,9,3,1.6,4,1.8888888888888888,0.1111111111111111
German,994,natural,20,6,3.1666666666666665,4,1.85,0.05
German,994,random,20,4,1.5833333333333333,8,3.85,0.05
German,995,natural,9,4,2.6666666666666665,3,1.5555555555555556,0.1111111111111111
German,995,random,9,3,1.6,3,1.6666666666666667,0.1111111111111111
German,996,natural,15,5,2.8,3,1.7333333333333334,0.06666666666666667
German,996,random,15,3,1.5555555555555556,4,2.1333333333333333,0.06666666666666667
German,997,natural,21,5,2.5,5,2.7142857142857144,0.047619047619047616
German,997,random,21,5,1.5384615384615385,8,2.857142857142857,0.047619047619047616
German,998,natural,9,4,2.0,3,1.5555555555555556,0.1111111111111111
German,998,random,9,3,1.3333333333333333,6,2.5555555555555554,0.1111111111111111
German,999,natural,15,5,2.1666666666666665,3,1.6428571428571428,0.06190476190476191
German,999,random,15,3,1.75,5,2.533333333333333,0.06666666666666667
German,1000,natural,11,4,3.3333333333333335,2,1.4545454545454546,0.09090909090909091
German,1000,random,11,3,1.4285714285714286,4,2.0,0.09090909090909091
German,1001,natural,27,8,3.25,4,2.2222222222222223,0.037037037037037035
German,1001,random,27,4,1.4444444444444444,7,3.5925925925925926,0.037037037037037035
German,1002,natural,7,5,3.0,2,1.0,0.14285714285714285
German,1002,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,1003,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1003,random,9,3,1.3333333333333333,4,1.8888888888888888,0.1111111111111111
German,1004,natural,8,5,2.3333333333333335,2,1.125,0.125
German,1004,random,8,3,1.4,3,1.5,0.125
German,1005,natural,22,7,2.857142857142857,4,2.380952380952381,0.04329004329004329
German,1005,random,22,4,1.75,5,2.5,0.045454545454545456
German,1006,natural,6,3,2.5,2,1.1666666666666667,0.16666666666666666
German,1006,random,6,3,1.6666666666666667,2,1.1666666666666667,0.16666666666666666
German,1007,natural,15,5,2.3333333333333335,3,1.9333333333333333,0.06666666666666667
German,1007,random,15,4,2.0,6,2.533333333333333,0.06666666666666667
German,1008,natural,6,4,2.5,2,1.0,0.16666666666666666
German,1008,random,6,3,1.6666666666666667,2,1.1666666666666667,0.16666666666666666
German,1009,natural,10,5,2.25,2,1.3,0.1
German,1009,random,10,3,1.5,4,1.9,0.1
German,1010,natural,9,4,2.6666666666666665,2,1.3333333333333333,0.1111111111111111
German,1010,random,9,3,1.6,4,1.8888888888888888,0.1111111111111111
German,1011,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1011,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1012,natural,22,6,3.0,3,1.8636363636363635,0.045454545454545456
German,1012,random,22,5,1.6153846153846154,6,3.0,0.045454545454545456
German,1013,natural,14,7,2.6,3,1.4285714285714286,0.07142857142857142
German,1013,random,14,3,1.625,6,2.7857142857142856,0.07142857142857142
German,1014,natural,8,4,2.3333333333333335,2,1.25,0.125
German,1014,random,8,3,1.75,3,1.625,0.125
German,1015,natural,7,5,3.0,2,1.0,0.14285714285714285
German,1015,random,7,3,1.5,4,1.7142857142857142,0.14285714285714285
German,1016,natural,6,4,2.5,2,1.0,0.16666666666666666
German,1016,random,6,2,1.25,4,1.8333333333333333,0.16666666666666666
German,1017,natural,7,3,2.5,2,1.1666666666666667,0.11904761904761904
German,1017,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,1018,natural,12,8,3.6666666666666665,2,1.1666666666666667,0.08333333333333333
German,1018,random,12,4,1.5714285714285714,4,1.8333333333333333,0.08333333333333333
German,1019,natural,13,5,3.6666666666666665,2,1.4166666666666667,0.07051282051282051
German,1019,random,13,3,1.7142857142857142,4,2.3076923076923075,0.07692307692307693
German,1020,natural,14,6,2.6,2,1.4285714285714286,0.07142857142857142
German,1020,random,14,3,1.4444444444444444,8,3.2142857142857144,0.07142857142857142
German,1021,natural,8,6,3.5,2,1.0,0.125
German,1021,random,8,4,1.75,3,1.375,0.125
German,1022,natural,4,2,1.5,2,1.0,0.25
German,1022,random,4,2,1.5,2,1.0,0.25
German,1023,natural,20,8,2.7142857142857144,3,1.65,0.05
German,1023,random,20,4,1.7272727272727273,6,2.5,0.05
German,1024,natural,3,1,1.0,2,1.0,0.3333333333333333
German,1024,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1025,natural,12,6,2.75,3,1.4166666666666667,0.08333333333333333
German,1025,random,12,3,1.375,6,2.6666666666666665,0.08333333333333333
German,1026,natural,17,7,2.2857142857142856,3,1.5294117647058822,0.058823529411764705
German,1026,random,17,5,2.0,5,2.588235294117647,0.058823529411764705
German,1027,natural,14,6,3.25,3,1.5,0.07142857142857142
German,1027,random,14,5,1.8571428571428572,7,2.7857142857142856,0.07142857142857142
German,1028,natural,21,6,3.3333333333333335,5,2.4761904761904763,0.047619047619047616
German,1028,random,21,4,1.6666666666666667,6,3.238095238095238,0.047619047619047616
German,1029,natural,15,6,3.25,2,1.4285714285714286,0.06190476190476191
German,1029,random,15,5,2.0,7,2.933333333333333,0.06666666666666667
German,1030,natural,21,7,2.857142857142857,4,2.142857142857143,0.047619047619047616
German,1030,random,21,5,1.8181818181818181,6,2.5238095238095237,0.047619047619047616
German,1031,natural,14,6,3.25,3,1.5,0.07142857142857142
German,1031,random,14,3,1.3,6,2.5714285714285716,0.07142857142857142
German,1032,natural,14,7,3.25,3,1.4285714285714286,0.07142857142857142
German,1032,random,14,3,1.3,9,4.142857142857143,0.07142857142857142
German,1033,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1033,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1034,natural,11,6,2.5,2,1.2727272727272727,0.09090909090909091
German,1034,random,11,3,1.4285714285714286,5,2.1818181818181817,0.09090909090909091
German,1035,natural,8,5,2.3333333333333335,2,1.125,0.125
German,1035,random,8,3,1.75,3,1.5,0.125
German,1036,natural,17,5,2.6666666666666665,3,1.7058823529411764,0.058823529411764705
German,1036,random,17,4,1.6,5,2.411764705882353,0.058823529411764705
German,1037,natural,16,5,3.0,3,1.6875,0.0625
German,1037,random,16,4,1.875,6,2.6875,0.0625
German,1038,natural,35,7,2.6153846153846154,4,2.4,0.02857142857142857
German,1038,random,35,5,1.5454545454545454,10,4.3428571428571425,0.02857142857142857
German,1039,natural,14,5,2.6,3,1.7142857142857142,0.07142857142857142
German,1039,random,14,4,1.8571428571428572,5,2.142857142857143,0.07142857142857142
German,1040,natural,9,4,2.6666666666666665,2,1.3333333333333333,0.1111111111111111
German,1040,random,9,4,1.6,3,1.4444444444444444,0.1111111111111111
German,1041,natural,13,4,2.4,3,1.6153846153846154,0.07692307692307693
German,1041,random,13,3,1.7142857142857142,4,2.1538461538461537,0.07692307692307693
German,1042,natural,11,5,3.3333333333333335,2,1.3636363636363635,0.09090909090909091
German,1042,random,11,3,1.25,5,2.3636363636363638,0.09090909090909091
German,1043,natural,21,5,2.857142857142857,4,2.2857142857142856,0.047619047619047616
German,1043,random,21,4,1.5384615384615385,7,3.1904761904761907,0.047619047619047616
German,1044,natural,14,6,3.25,3,1.6428571428571428,0.07142857142857142
German,1044,random,14,4,1.625,5,2.4285714285714284,0.07142857142857142
German,1045,natural,18,6,2.8333333333333335,3,1.7222222222222223,0.05555555555555555
German,1045,random,18,6,1.5454545454545454,5,2.2222222222222223,0.05555555555555555
German,1046,natural,25,7,3.0,4,2.24,0.04
German,1046,random,25,4,1.7142857142857142,9,3.88,0.04
German,1047,natural,11,5,3.3333333333333335,3,1.5454545454545454,0.09090909090909091
German,1047,random,11,3,1.6666666666666667,5,2.5454545454545454,0.09090909090909091
German,1048,natural,11,4,2.5,3,1.5454545454545454,0.09090909090909091
German,1048,random,11,3,1.25,5,2.3636363636363638,0.09090909090909091
German,1049,natural,16,5,3.0,4,2.1875,0.0625
German,1049,random,16,4,1.5,6,2.8125,0.0625
German,1050,natural,10,6,3.0,3,1.3,0.1
German,1050,random,10,3,1.5,4,2.0,0.1
German,1051,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1051,random,9,3,1.3333333333333333,4,1.8888888888888888,0.1111111111111111
German,1052,natural,31,6,2.5,6,2.870967741935484,0.03225806451612903
German,1052,random,31,3,1.4285714285714286,10,4.838709677419355,0.03225806451612903
German,1053,natural,22,6,2.625,4,1.9090909090909092,0.045454545454545456
German,1053,random,22,4,1.75,8,3.6818181818181817,0.045454545454545456
German,1054,natural,15,8,4.666666666666667,2,1.3333333333333333,0.06666666666666667
German,1054,random,15,3,1.4,5,2.533333333333333,0.06666666666666667
German,1055,natural,18,7,3.4,3,1.5555555555555556,0.05555555555555555
German,1055,random,18,4,1.7,7,2.888888888888889,0.05555555555555555
German,1056,natural,13,6,3.0,3,1.5384615384615385,0.07692307692307693
German,1056,random,13,3,1.7142857142857142,5,2.5384615384615383,0.07692307692307693
German,1057,natural,11,6,3.3333333333333335,3,1.3636363636363635,0.09090909090909091
German,1057,random,11,4,2.0,3,1.5454545454545454,0.09090909090909091
German,1058,natural,7,4,2.0,2,1.1428571428571428,0.14285714285714285
German,1058,random,7,4,2.0,2,1.1428571428571428,0.14285714285714285
German,1059,natural,16,7,2.5,3,1.5625,0.0625
German,1059,random,16,4,1.5,5,2.25,0.0625
German,1060,natural,8,3,2.3333333333333335,3,1.5,0.125
German,1060,random,8,5,3.5,2,1.125,0.125
German,1061,natural,24,6,3.142857142857143,4,2.0869565217391304,0.03985507246376811
German,1061,random,24,3,1.3529411764705883,8,4.416666666666667,0.041666666666666664
German,1062,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1062,random,9,3,1.6,3,1.7777777777777777,0.1111111111111111
German,1063,natural,12,9,3.6666666666666665,2,1.0833333333333333,0.08333333333333333
German,1063,random,12,4,2.2,2,1.5,0.08333333333333333
German,1064,natural,11,5,3.0,2,1.3,0.08181818181818182
German,1064,random,11,3,1.6666666666666667,6,2.6363636363636362,0.09090909090909091
German,1065,natural,20,5,2.7142857142857144,4,1.85,0.05
German,1065,random,20,4,1.5833333333333333,8,3.5,0.05
German,1066,natural,17,5,3.2,3,1.8235294117647058,0.058823529411764705
German,1066,random,17,5,1.7777777777777777,8,3.5294117647058822,0.058823529411764705
German,1067,natural,9,6,4.0,2,1.1111111111111112,0.1111111111111111
German,1067,random,9,4,2.0,4,1.7777777777777777,0.1111111111111111
German,1068,natural,20,6,3.1666666666666665,3,2.1,0.05
German,1068,random,20,3,1.4615384615384615,6,2.75,0.05
German,1069,natural,15,7,2.8,3,1.5333333333333334,0.06666666666666667
German,1069,random,15,4,1.5555555555555556,6,2.533333333333333,0.06666666666666667
German,1070,natural,25,6,3.4285714285714284,6,3.04,0.04
German,1070,random,25,5,1.5,7,3.6,0.04
German,1071,natural,17,8,3.2,3,1.5294117647058822,0.058823529411764705
German,1071,random,17,4,1.6,5,2.235294117647059,0.058823529411764705
German,1072,natural,17,8,4.0,4,1.7647058823529411,0.058823529411764705
German,1072,random,17,3,1.2307692307692308,6,2.8823529411764706,0.058823529411764705
German,1073,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1073,random,9,3,2.0,3,1.5555555555555556,0.1111111111111111
German,1074,natural,9,5,3.5,2,1.125,0.09722222222222222
German,1074,random,9,3,1.6,5,2.4444444444444446,0.1111111111111111
German,1075,natural,26,7,2.7777777777777777,4,2.0,0.038461538461538464
German,1075,random,26,4,1.6666666666666667,9,4.5,0.038461538461538464
German,1076,natural,19,4,2.0,4,2.3684210526315788,0.05263157894736842
German,1076,random,19,4,1.5,11,4.526315789473684,0.05263157894736842
German,1077,natural,20,7,2.7142857142857144,4,1.9,0.05
German,1077,random,20,3,1.3571428571428572,7,3.55,0.05
German,1078,natural,15,6,3.5,2,1.4666666666666666,0.06666666666666667
German,1078,random,15,4,1.5555555555555556,6,2.533333333333333,0.06666666666666667
German,1079,natural,30,7,2.9,5,2.1666666666666665,0.03333333333333333
German,1079,random,30,4,1.45,7,3.433333333333333,0.03333333333333333
German,1080,natural,4,3,3.0,1,0.75,0.25
German,1080,random,4,2,1.5,2,1.0,0.25
German,1081,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1081,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,1082,natural,22,6,3.0,4,2.3636363636363638,0.045454545454545456
German,1082,random,22,4,1.4,10,4.590909090909091,0.045454545454545456
German,1083,natural,17,6,3.2,4,2.1176470588235294,0.058823529411764705
German,1083,random,17,3,1.4545454545454546,5,2.7058823529411766,0.058823529411764705
German,1084,natural,42,7,2.7333333333333334,6,3.119047619047619,0.023809523809523808
German,1084,random,42,4,1.7083333333333333,11,5.261904761904762,0.023809523809523808
German,1085,natural,15,7,3.5,4,1.8666666666666667,0.06666666666666667
German,1085,random,15,3,1.75,6,2.7333333333333334,0.06666666666666667
German,1086,natural,10,6,4.0,2,1.1111111111111112,0.08888888888888889
German,1086,random,10,4,1.5,5,2.0,0.1
German,1087,natural,8,5,3.5,2,1.125,0.125
German,1087,random,8,3,1.4,3,1.625,0.125
German,1088,natural,16,7,5.0,2,1.5,0.0625
German,1088,random,16,5,1.6666666666666667,4,1.875,0.0625
German,1089,natural,14,5,2.1666666666666665,4,1.9285714285714286,0.07142857142857142
German,1089,random,14,3,1.4444444444444444,7,3.0,0.07142857142857142
German,1090,natural,17,5,2.6666666666666665,4,1.9411764705882353,0.058823529411764705
German,1090,random,17,3,1.4545454545454546,7,3.1176470588235294,0.058823529411764705
German,1091,natural,12,5,2.75,3,1.5,0.08333333333333333
German,1091,random,12,4,1.375,8,3.25,0.08333333333333333
German,1092,natural,14,7,3.0,3,1.4615384615384615,0.06593406593406594
German,1092,random,14,3,1.4444444444444444,6,2.642857142857143,0.07142857142857142
German,1093,natural,9,8,8.0,1,0.8888888888888888,0.1111111111111111
German,1093,random,9,2,1.1428571428571428,6,2.6666666666666665,0.1111111111111111
German,1094,natural,21,6,2.857142857142857,5,2.380952380952381,0.047619047619047616
German,1094,random,21,4,1.5384615384615385,6,2.761904761904762,0.047619047619047616
German,1095,natural,15,5,2.8,4,1.9333333333333333,0.06666666666666667
German,1095,random,15,3,1.4,5,2.6666666666666665,0.06666666666666667
German,1096,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1096,random,9,3,1.6,4,1.7777777777777777,0.1111111111111111
German,1097,natural,8,5,2.3333333333333335,2,1.125,0.125
German,1097,random,8,3,1.75,3,1.5,0.125
German,1098,natural,14,6,2.6,4,1.6428571428571428,0.07142857142857142
German,1098,random,14,3,1.625,5,2.5,0.07142857142857142
German,1099,natural,16,6,3.75,3,1.5625,0.0625
German,1099,random,16,5,1.875,6,2.5625,0.0625
German,1100,natural,5,3,2.0,2,1.0,0.2
German,1100,random,5,3,2.0,2,1.0,0.2
German,1101,natural,21,8,3.3333333333333335,4,1.8095238095238095,0.047619047619047616
German,1101,random,21,4,1.4285714285714286,9,4.0476190476190474,0.047619047619047616
German,1102,natural,7,5,3.0,2,1.0,0.14285714285714285
German,1102,random,7,2,1.2,5,2.2857142857142856,0.14285714285714285
German,1103,natural,29,5,2.3333333333333335,5,2.7586206896551726,0.034482758620689655
German,1103,random,29,4,1.4,7,3.5517241379310347,0.034482758620689655
German,1104,natural,21,4,2.0,4,2.238095238095238,0.047619047619047616
German,1104,random,21,5,1.5384615384615385,11,4.285714285714286,0.047619047619047616
German,1105,natural,6,4,2.5,2,1.0,0.16666666666666666
German,1105,random,6,3,1.6666666666666667,3,1.3333333333333333,0.16666666666666666
German,1106,natural,7,5,3.0,2,1.0,0.14285714285714285
German,1106,random,7,2,1.2,4,1.8571428571428572,0.14285714285714285
German,1107,natural,18,7,3.4,3,1.6111111111111112,0.05555555555555555
German,1107,random,18,4,1.7,8,3.6666666666666665,0.05555555555555555
German,1108,natural,8,5,2.3333333333333335,2,1.125,0.125
German,1108,random,8,3,1.4,4,1.75,0.125
German,1109,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1109,random,9,3,1.6,4,1.7777777777777777,0.1111111111111111
German,1110,natural,12,4,2.75,3,1.5833333333333333,0.08333333333333333
German,1110,random,12,4,1.5714285714285714,4,1.9166666666666667,0.08333333333333333
German,1111,natural,7,6,6.0,1,0.8571428571428571,0.14285714285714285
German,1111,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,1112,natural,9,3,2.0,3,1.6666666666666667,0.1111111111111111
German,1112,random,9,4,2.0,3,1.4444444444444444,0.1111111111111111
German,1113,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1113,random,9,4,1.6,4,1.6666666666666667,0.1111111111111111
German,1114,natural,7,5,3.0,2,1.0,0.14285714285714285
German,1114,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,1115,natural,13,5,2.4,4,1.8461538461538463,0.07692307692307693
German,1115,random,13,4,2.0,4,1.9230769230769231,0.07692307692307693
German,1116,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,1116,random,9,3,1.6,3,1.5555555555555556,0.1111111111111111
German,1117,natural,22,7,3.5,4,1.9545454545454546,0.045454545454545456
German,1117,random,22,4,1.5,9,3.6363636363636362,0.045454545454545456
German,1118,natural,15,5,3.25,3,1.5714285714285714,0.06190476190476191
German,1118,random,15,4,1.5555555555555556,6,2.466666666666667,0.06666666666666667
German,1119,natural,14,7,3.25,3,1.8571428571428572,0.07142857142857142
German,1119,random,14,3,1.8571428571428572,5,2.7857142857142856,0.07142857142857142
German,1120,natural,10,6,4.5,2,1.2,0.1
German,1120,random,10,3,1.2857142857142858,5,2.2,0.1
German,1121,natural,25,7,3.0,3,2.0,0.04
German,1121,random,25,5,1.411764705882353,11,4.68,0.04
German,1122,natural,14,6,2.6,4,1.8571428571428572,0.07142857142857142
German,1122,random,14,3,1.4444444444444444,8,3.5,0.07142857142857142
German,1123,natural,25,4,2.6666666666666665,6,2.88,0.04
German,1123,random,25,4,1.8461538461538463,6,3.16,0.04
German,1124,natural,12,5,2.75,3,1.5833333333333333,0.08333333333333333
German,1124,random,12,3,1.8333333333333333,4,2.1666666666666665,0.08333333333333333
German,1125,natural,18,6,2.8333333333333335,5,2.0555555555555554,0.05555555555555555
German,1125,random,18,3,1.4166666666666667,9,3.5,0.05555555555555555
German,1126,natural,19,5,3.0,3,1.9473684210526316,0.05263157894736842
German,1126,random,19,4,1.6363636363636365,10,4.473684210526316,0.05263157894736842
German,1127,natural,15,4,2.3333333333333335,4,1.9333333333333333,0.06666666666666667
German,1127,random,15,3,1.4,6,3.0,0.06666666666666667
German,1128,natural,8,4,2.3333333333333335,3,1.375,0.125
German,1128,random,8,3,1.4,4,1.75,0.125
German,1129,natural,8,6,3.5,2,1.0,0.125
German,1129,random,8,3,1.4,3,1.625,0.125
German,1130,natural,10,3,2.25,4,1.9,0.1
German,1130,random,10,4,1.5,5,2.0,0.1
German,1131,natural,12,5,2.2,3,1.5,0.08333333333333333
German,1131,random,12,3,1.375,7,2.9166666666666665,0.08333333333333333
German,1132,natural,5,3,2.0,2,1.0,0.2
German,1132,random,5,4,4.0,1,0.8,0.2
German,1133,natural,6,4,2.5,2,1.0,0.16666666666666666
German,1133,random,6,2,1.25,3,1.5,0.16666666666666666
German,1134,natural,18,6,2.8333333333333335,3,1.6666666666666667,0.05555555555555555
German,1134,random,18,4,1.5454545454545454,9,3.8333333333333335,0.05555555555555555
German,1135,natural,8,5,2.3333333333333335,2,1.125,0.125
German,1135,random,8,3,1.75,3,1.5,0.125
German,1136,natural,7,5,3.0,2,1.0,0.14285714285714285
German,1136,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,1137,natural,11,4,2.0,3,1.5454545454545454,0.09090909090909091
German,1137,random,11,4,2.0,4,1.8181818181818181,0.09090909090909091
German,1138,natural,13,4,2.4,4,2.0,0.07692307692307693
German,1138,random,13,3,1.7142857142857142,6,3.230769230769231,0.07692307692307693
German,1139,natural,8,4,3.5,2,1.375,0.125
German,1139,random,8,3,1.4,3,1.625,0.125
German,1140,natural,11,7,3.3333333333333335,2,1.1818181818181819,0.09090909090909091
German,1140,random,11,4,1.6666666666666667,4,1.8181818181818181,0.09090909090909091
German,1141,natural,28,7,3.0,4,2.25,0.03571428571428571
German,1141,random,28,5,1.6875,7,3.1785714285714284,0.03571428571428571
German,1142,natural,25,7,3.2857142857142856,4,2.0833333333333335,0.03833333333333333
German,1142,random,25,4,1.5,11,4.32,0.04
German,1143,natural,15,6,2.8,3,1.6,0.06666666666666667
German,1143,random,15,4,1.5555555555555556,8,3.4,0.06666666666666667
German,1144,natural,21,8,3.3333333333333335,4,1.8095238095238095,0.047619047619047616
German,1144,random,21,4,1.5384615384615385,8,3.238095238095238,0.047619047619047616
German,1145,natural,5,4,4.0,1,0.8,0.2
