language,sentence_id,type,n_nodes,max_arity,mean_arity,tree_depth,mean_depth,density
English,422,random,38,4,1.3703703703703705,18,6.657894736842105,0.02631578947368421
English,423,natural,15,5,2.8,3,1.7333333333333334,0.06666666666666667
English,423,random,15,3,1.2727272727272727,6,3.066666666666667,0.06666666666666667
English,424,natural,19,4,2.25,5,2.473684210526316,0.05263157894736842
English,424,random,19,5,2.0,4,2.1052631578947367,0.05263157894736842
English,425,natural,38,6,2.642857142857143,6,2.763157894736842,0.02631578947368421
English,425,random,38,4,1.7619047619047619,8,3.8157894736842106,0.02631578947368421
English,426,natural,13,4,2.4,3,1.7692307692307692,0.07692307692307693
English,426,random,13,3,1.3333333333333333,5,2.3846153846153846,0.07692307692307693
English,427,natural,36,6,3.1818181818181817,8,3.638888888888889,0.027777777777777776
English,427,random,36,4,1.5217391304347827,8,4.027777777777778,0.027777777777777776
English,428,natural,18,5,2.4285714285714284,4,2.0555555555555554,0.05555555555555555
English,428,random,18,3,1.5454545454545454,7,3.5555555555555554,0.05555555555555555
English,429,natural,15,6,3.5,3,1.8,0.06666666666666667
English,429,random,15,3,1.4,5,2.6666666666666665,0.06666666666666667
English,430,natural,14,6,3.0,2,1.3846153846153846,0.06593406593406594
English,430,random,14,3,1.3,6,2.7142857142857144,0.07142857142857142
English,431,natural,24,6,3.2857142857142856,5,2.375,0.041666666666666664
English,431,random,24,4,1.7692307692307692,9,4.5,0.041666666666666664
English,432,natural,16,6,3.0,4,1.9375,0.0625
English,432,random,16,5,2.142857142857143,5,2.625,0.0625
English,433,natural,5,2,2.0,2,1.2,0.2
English,433,random,5,3,2.0,2,1.0,0.2
English,434,natural,23,5,3.0,4,2.5,0.041501976284584984
English,434,random,23,4,1.8333333333333333,9,3.739130434782609,0.043478260869565216
English,435,natural,9,6,2.6666666666666665,2,1.1111111111111112,0.1111111111111111
English,435,random,9,2,1.1428571428571428,7,3.2222222222222223,0.1111111111111111
English,436,natural,10,3,2.25,3,1.8,0.1
English,436,random,10,3,1.8,4,2.0,0.1
English,437,natural,9,6,2.6666666666666665,3,1.2222222222222223,0.1111111111111111
English,437,random,9,3,1.6,4,1.7777777777777777,0.1111111111111111
English,438,natural,15,7,2.8,3,1.4666666666666666,0.06666666666666667
English,438,random,15,3,1.5555555555555556,8,3.8,0.06666666666666667
English,439,natural,11,5,3.0,3,1.5,0.08181818181818182
English,439,random,11,3,1.4285714285714286,4,1.9090909090909092,0.09090909090909091
English,440,natural,18,7,2.6666666666666665,5,2.1176470588235294,0.05228758169934641
English,440,random,18,5,1.8888888888888888,6,2.9444444444444446,0.05555555555555555
English,441,natural,19,4,2.25,5,2.3684210526315788,0.05263157894736842
English,441,random,19,5,1.8,7,3.3157894736842106,0.05263157894736842
English,442,natural,20,6,2.7142857142857144,4,2.15,0.05
English,442,random,20,4,1.5833333333333333,5,2.55,0.05
English,443,natural,24,9,5.5,3,1.565217391304348,0.03985507246376811
English,443,random,24,4,1.6428571428571428,8,3.875,0.041666666666666664
English,444,natural,23,6,2.4444444444444446,6,2.5217391304347827,0.043478260869565216
English,444,random,23,4,1.375,9,4.260869565217392,0.043478260869565216
English,445,natural,56,11,3.6,6,3.290909090909091,0.01753246753246753
English,445,random,56,5,1.5277777777777777,14,6.803571428571429,0.017857142857142856
English,446,natural,19,11,5.666666666666667,2,1.2777777777777777,0.049707602339181284
English,446,random,19,4,1.8,6,3.1052631578947367,0.05263157894736842
English,447,natural,12,6,5.0,2,1.2727272727272727,0.07575757575757576
English,447,random,12,3,1.5714285714285714,3,1.8333333333333333,0.08333333333333333
English,448,natural,21,7,2.7142857142857144,5,2.8,0.04523809523809524
English,448,random,21,4,1.6666666666666667,6,2.4285714285714284,0.047619047619047616
English,449,natural,30,6,2.4166666666666665,7,3.7666666666666666,0.03333333333333333
English,449,random,30,5,1.6111111111111112,10,3.6,0.03333333333333333
English,450,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
English,450,random,9,4,2.6666666666666665,2,1.3333333333333333,0.1111111111111111
English,451,natural,27,4,2.3636363636363638,8,4.2592592592592595,0.037037037037037035
English,451,random,27,4,1.5294117647058822,7,3.6296296296296298,0.037037037037037035
English,452,natural,28,6,3.125,4,1.9615384615384615,0.03306878306878307
English,452,random,28,4,1.6875,10,5.285714285714286,0.03571428571428571
English,453,natural,16,5,3.5,4,2.0,0.058333333333333334
English,453,random,16,3,1.6666666666666667,6,3.0,0.0625
English,454,natural,7,6,6.0,1,0.8571428571428571,0.14285714285714285
English,454,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
English,455,natural,23,6,3.142857142857143,5,2.8260869565217392,0.043478260869565216
English,455,random,23,5,1.8333333333333333,5,2.347826086956522,0.043478260869565216
English,456,natural,25,7,3.4285714285714284,5,3.0,0.04
English,456,random,25,4,1.411764705882353,6,3.12,0.04
English,457,natural,20,10,3.1666666666666665,4,1.6,0.05
English,457,random,20,3,1.4615384615384615,10,5.35,0.05
English,458,natural,20,7,3.1666666666666665,4,2.1,0.05
English,458,random,20,3,1.5833333333333333,7,3.55,0.05
English,459,natural,22,6,3.1666666666666665,3,1.95,0.04112554112554113
English,459,random,22,5,1.5,9,3.5,0.045454545454545456
English,460,natural,12,8,5.5,2,1.1666666666666667,0.08333333333333333
English,460,random,12,4,1.375,4,1.8333333333333333,0.08333333333333333
English,461,natural,25,5,2.6666666666666665,6,2.84,0.04
English,461,random,25,5,1.7142857142857142,8,4.12,0.04
English,462,natural,7,4,3.0,2,1.1428571428571428,0.14285714285714285
English,462,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
English,463,natural,14,6,2.6,4,2.2857142857142856,0.07142857142857142
English,463,random,14,4,1.625,7,3.0,0.07142857142857142
English,464,natural,7,4,2.0,2,1.1428571428571428,0.14285714285714285
English,464,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
English,465,natural,26,4,2.7777777777777777,5,2.6153846153846154,0.038461538461538464
English,465,random,26,4,1.6666666666666667,5,2.5,0.038461538461538464
English,466,natural,27,4,2.6,5,3.0,0.037037037037037035
English,466,random,27,4,1.7333333333333334,7,3.5555555555555554,0.037037037037037035
English,467,natural,11,4,2.5,4,2.090909090909091,0.09090909090909091
English,467,random,11,4,1.6666666666666667,5,2.0,0.09090909090909091
English,468,natural,76,7,2.92,14,7.054054054054054,0.012807017543859649
English,468,random,76,6,1.5957446808510638,13,5.223684210526316,0.013157894736842105
English,469,natural,22,6,2.2222222222222223,5,2.8095238095238093,0.04329004329004329
English,469,random,22,5,1.6153846153846154,6,2.772727272727273,0.045454545454545456
English,470,natural,7,4,3.0,2,1.1428571428571428,0.14285714285714285
English,470,random,7,3,2.0,3,1.4285714285714286,0.14285714285714285
German,0,natural,16,6,3.0,3,1.6875,0.0625
German,0,random,16,5,1.5,6,2.5,0.0625
German,1,natural,10,5,2.6666666666666665,2,1.2222222222222223,0.08888888888888889
German,1,random,10,4,1.5,3,1.5,0.1
German,2,natural,5,2,2.0,2,1.2,0.2
German,2,random,5,2,1.3333333333333333,3,1.4,0.2
German,3,natural,31,6,3.5,3,2.0344827586206895,0.030107526881720432
German,3,random,31,4,1.6666666666666667,7,2.870967741935484,0.03225806451612903
German,4,natural,20,6,2.7142857142857144,4,1.95,0.05
German,4,random,20,4,1.4615384615384615,4,2.3,0.05
German,5,natural,29,5,2.7,5,2.5714285714285716,0.0332512315270936
German,5,random,29,4,1.75,10,4.620689655172414,0.034482758620689655
German,6,natural,19,6,3.6,3,1.8421052631578947,0.05263157894736842
German,6,random,19,4,1.8,4,2.3684210526315788,0.05263157894736842
German,7,natural,24,7,2.875,4,2.125,0.041666666666666664
German,7,random,24,4,1.7692307692307692,9,3.7083333333333335,0.041666666666666664
German,8,natural,19,6,3.0,4,2.0526315789473686,0.05263157894736842
German,8,random,19,4,1.6363636363636365,6,2.789473684210526,0.05263157894736842
German,9,natural,12,5,3.6666666666666665,2,1.4166666666666667,0.08333333333333333
German,9,random,12,4,1.375,4,1.9166666666666667,0.08333333333333333
German,10,natural,22,6,3.0,3,1.9090909090909092,0.045454545454545456
German,10,random,22,5,1.9090909090909092,7,3.0,0.045454545454545456
German,11,natural,12,6,2.75,2,1.3333333333333333,0.08333333333333333
German,11,random,12,4,1.8333333333333333,5,2.0833333333333335,0.08333333333333333
German,12,natural,11,5,3.3333333333333335,3,1.4545454545454546,0.09090909090909091
German,12,random,11,4,1.6666666666666667,3,1.7272727272727273,0.09090909090909091
German,13,natural,24,10,3.142857142857143,4,2.347826086956522,0.03985507246376811
German,13,random,24,4,1.4375,9,3.5,0.041666666666666664
German,14,natural,25,7,3.0,3,2.04,0.04
German,14,random,25,4,1.5,7,3.2,0.04
German,15,natural,40,7,3.25,6,3.2,0.025
German,15,random,40,6,1.5,20,8.125,0.025
German,16,natural,8,4,3.5,2,1.375,0.125
German,16,random,8,5,2.3333333333333335,2,1.125,0.125
German,17,natural,29,6,3.0,4,2.1785714285714284,0.0332512315270936
German,17,random,29,5,1.75,7,3.3448275862068964,0.034482758620689655
German,18,natural,18,9,2.8333333333333335,3,1.8888888888888888,0.05555555555555555
German,18,random,18,3,1.4166666666666667,8,4.055555555555555,0.05555555555555555
German,19,natural,8,4,1.75,3,1.375,0.125
German,19,random,8,3,1.75,2,1.375,0.125
German,20,natural,11,3,2.5,3,1.9090909090909092,0.09090909090909091
German,20,random,11,3,1.4285714285714286,6,2.727272727272727,0.09090909090909091
German,21,natural,14,4,3.25,3,1.8571428571428572,0.07142857142857142
German,21,random,14,3,1.4444444444444444,5,2.5,0.07142857142857142
German,22,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,22,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,23,natural,10,3,2.25,4,2.1,0.1
German,23,random,10,3,1.5,3,1.8,0.1
German,24,natural,9,3,2.3333333333333335,2,1.375,0.09722222222222222
German,24,random,9,3,1.6,3,1.6666666666666667,0.1111111111111111
German,25,natural,10,3,2.25,4,2.5,0.1
German,25,random,10,4,1.8,4,1.8,0.1
German,26,natural,2,1,1.0,1,0.5,0.5
German,26,random,2,1,1.0,1,0.5,0.5
German,27,natural,11,5,3.3333333333333335,3,1.5454545454545454,0.09090909090909091
German,27,random,11,3,1.4285714285714286,5,2.090909090909091,0.09090909090909091
German,28,natural,21,6,3.3333333333333335,4,1.8571428571428572,0.047619047619047616
German,28,random,21,5,1.8181818181818181,4,2.1904761904761907,0.047619047619047616
German,29,natural,7,3,2.0,2,1.2857142857142858,0.14285714285714285
German,29,random,7,3,2.0,3,1.4285714285714286,0.14285714285714285
German,30,natural,6,3,1.6666666666666667,3,1.3333333333333333,0.16666666666666666
German,30,random,6,3,2.5,2,1.1666666666666667,0.16666666666666666
German,31,natural,17,6,2.2857142857142856,3,1.6470588235294117,0.058823529411764705
German,31,random,17,3,1.4545454545454546,9,4.294117647058823,0.058823529411764705
German,32,natural,20,8,2.7142857142857144,4,1.8,0.05
German,32,random,20,3,1.3571428571428572,10,4.1,0.05
German,33,natural,29,7,3.857142857142857,3,2.0,0.0332512315270936
German,33,random,29,4,1.5555555555555556,8,3.896551724137931,0.034482758620689655
German,34,natural,11,6,2.5,2,1.2727272727272727,0.09090909090909091
German,34,random,11,3,1.6666666666666667,4,1.9090909090909092,0.09090909090909091
German,35,natural,12,5,2.5,3,1.5454545454545454,0.07575757575757576
German,35,random,12,4,1.375,4,2.0,0.08333333333333333
German,36,natural,17,5,3.0,3,1.875,0.05514705882352941
German,36,random,17,4,1.4545454545454546,8,3.5294117647058822,0.058823529411764705
German,37,natural,17,5,2.5,3,1.75,0.05514705882352941
German,37,random,17,4,1.6,6,3.0588235294117645,0.058823529411764705
German,38,natural,21,5,2.7142857142857144,4,2.05,0.04523809523809524
German,38,random,21,4,1.5384615384615385,6,2.9047619047619047,0.047619047619047616
German,39,natural,2,1,1.0,1,0.5,0.5
German,39,random,2,1,1.0,1,0.5,0.5
German,40,natural,14,5,3.25,4,2.142857142857143,0.07142857142857142
German,40,random,14,3,1.3,5,2.357142857142857,0.07142857142857142
German,41,natural,10,6,4.5,2,1.2,0.1
German,41,random,10,3,1.5,6,2.7,0.1
German,42,natural,29,7,2.5454545454545454,5,2.6551724137931036,0.034482758620689655
German,42,random,29,6,1.6470588235294117,8,3.5172413793103448,0.034482758620689655
German,43,natural,25,6,2.5555555555555554,5,2.7083333333333335,0.03833333333333333
German,43,random,25,5,1.7142857142857142,5,2.68,0.04
German,44,natural,14,4,3.0,3,1.6923076923076923,0.06593406593406594
German,44,random,14,3,1.1818181818181819,7,2.9285714285714284,0.07142857142857142
German,45,natural,9,5,2.6666666666666665,3,1.4444444444444444,0.1111111111111111
German,45,random,9,3,1.6,3,1.6666666666666667,0.1111111111111111
German,46,natural,23,7,3.142857142857143,4,2.0869565217391304,0.043478260869565216
German,46,random,23,4,1.5714285714285714,4,2.5217391304347827,0.043478260869565216
German,47,natural,5,3,2.0,2,1.0,0.2
German,47,random,5,2,1.3333333333333333,3,1.4,0.2
German,48,natural,31,7,2.9,4,2.3666666666666667,0.03118279569892473
German,48,random,31,5,1.6666666666666667,5,2.6774193548387095,0.03225806451612903
German,49,natural,24,7,2.875,4,1.9166666666666667,0.041666666666666664
German,49,random,24,5,1.6428571428571428,8,3.625,0.041666666666666664
German,50,natural,6,3,1.6666666666666667,2,1.1666666666666667,0.16666666666666666
German,50,random,6,3,1.6666666666666667,2,1.1666666666666667,0.16666666666666666
German,51,natural,7,6,6.0,1,0.8571428571428571,0.14285714285714285
German,51,random,7,5,3.0,2,1.0,0.14285714285714285
German,52,natural,8,4,2.3333333333333335,2,1.25,0.125
German,52,random,8,3,2.3333333333333335,3,1.625,0.125
German,53,natural,8,5,2.3333333333333335,2,1.125,0.125
German,53,random,8,3,1.4,3,1.625,0.125
German,54,natural,13,5,2.0,4,1.8461538461538463,0.07692307692307693
German,54,random,13,4,2.4,3,1.6923076923076923,0.07692307692307693
German,55,natural,4,3,3.0,1,0.75,0.25
German,55,random,4,2,1.5,2,1.0,0.25
German,56,natural,12,5,2.75,3,1.75,0.08333333333333333
German,56,random,12,4,1.8333333333333333,3,1.75,0.08333333333333333
German,57,natural,14,4,2.1666666666666665,4,2.0714285714285716,0.07142857142857142
German,57,random,14,3,1.4444444444444444,5,2.7142857142857144,0.07142857142857142
German,58,natural,8,3,2.3333333333333335,3,1.625,0.125
German,58,random,8,3,1.4,5,2.125,0.125
German,59,natural,9,6,2.6666666666666665,2,1.1111111111111112,0.1111111111111111
German,59,random,9,3,1.6,3,1.7777777777777777,0.1111111111111111
German,60,natural,14,6,2.6,3,2.2142857142857144,0.07142857142857142
German,60,random,14,5,1.625,4,1.9285714285714286,0.07142857142857142
German,61,natural,22,7,3.0,3,1.6842105263157894,0.03896103896103896
German,61,random,22,4,1.6153846153846154,7,2.8181818181818183,0.045454545454545456
German,62,natural,16,8,3.5,3,1.4666666666666666,0.058333333333333334
German,62,random,16,7,2.142857142857143,3,1.5625,0.0625
German,63,natural,7,5,3.0,2,1.0,0.14285714285714285
German,63,random,7,3,1.5,2,1.2857142857142858,0.14285714285714285
German,64,natural,16,7,2.5,3,1.5625,0.0625
German,64,random,16,3,1.3636363636363635,8,3.5,0.0625
German,65,natural,17,7,2.2857142857142856,3,1.588235294117647,0.058823529411764705
German,65,random,17,4,1.6,5,2.2941176470588234,0.058823529411764705
German,66,natural,16,5,3.0,4,1.9375,0.0625
German,66,random,16,5,1.6666666666666667,4,1.875,0.0625
German,67,natural,14,7,4.333333333333333,2,1.3571428571428572,0.07142857142857142
German,67,random,14,4,1.8571428571428572,4,1.9285714285714286,0.07142857142857142
German,68,natural,25,7,3.8333333333333335,3,1.9583333333333333,0.03833333333333333
German,68,random,25,4,1.6,6,2.8,0.04
German,69,natural,16,5,2.142857142857143,4,1.8125,0.0625
German,69,random,16,3,1.25,9,3.75,0.0625
German,70,natural,10,6,3.0,2,1.2,0.1
German,70,random,10,3,1.5,4,1.9,0.1
German,71,natural,23,6,3.0,5,2.6363636363636362,0.041501976284584984
German,71,random,23,4,1.6923076923076923,5,2.5217391304347827,0.043478260869565216
German,72,natural,35,9,3.4,4,2.1714285714285713,0.02857142857142857
German,72,random,35,4,1.619047619047619,10,5.0,0.02857142857142857
German,73,natural,9,3,2.0,3,1.5555555555555556,0.1111111111111111
German,73,random,9,3,1.3333333333333333,6,2.5555555555555554,0.1111111111111111
German,74,natural,15,5,2.3333333333333335,4,1.7333333333333334,0.06666666666666667
German,74,random,15,4,1.75,4,2.066666666666667,0.06666666666666667
German,75,natural,22,5,3.0,4,2.3636363636363638,0.045454545454545456
German,75,random,22,4,1.4,6,2.9545454545454546,0.045454545454545456
German,76,natural,21,6,2.5,4,1.9047619047619047,0.047619047619047616
German,76,random,21,5,1.6666666666666667,8,3.380952380952381,0.047619047619047616
German,77,natural,5,4,4.0,1,0.8,0.2
German,77,random,5,2,1.3333333333333333,3,1.4,0.2
German,78,natural,6,3,2.5,2,1.1666666666666667,0.16666666666666666
German,78,random,6,2,1.25,3,1.5,0.16666666666666666
German,79,natural,18,4,2.8333333333333335,4,2.3333333333333335,0.05555555555555555
German,79,random,18,5,1.5454545454545454,6,2.5,0.05555555555555555
German,80,natural,8,3,2.3333333333333335,2,1.375,0.125
German,80,random,8,3,1.75,4,1.875,0.125
German,81,natural,9,4,2.6666666666666665,3,1.4444444444444444,0.1111111111111111
German,81,random,9,3,1.6,4,1.8888888888888888,0.1111111111111111
German,82,natural,14,5,2.6,3,1.7142857142857142,0.07142857142857142
German,82,random,14,3,1.3,5,2.357142857142857,0.07142857142857142
German,83,natural,12,5,2.75,3,1.5833333333333333,0.08333333333333333
German,83,random,12,3,1.375,6,2.5,0.08333333333333333
German,84,natural,11,3,2.5,3,1.9090909090909092,0.09090909090909091
German,84,random,11,3,2.0,5,2.3636363636363638,0.09090909090909091
German,85,natural,5,2,2.0,2,1.2,0.2
German,85,random,5,2,1.3333333333333333,3,1.4,0.2
German,86,natural,13,5,3.0,3,1.6923076923076923,0.07692307692307693
German,86,random,13,4,1.7142857142857142,5,2.230769230769231,0.07692307692307693
German,87,natural,28,8,3.0,4,2.0357142857142856,0.03571428571428571
German,87,random,28,5,1.6875,9,4.678571428571429,0.03571428571428571
German,88,natural,5,4,4.0,1,0.8,0.2
German,88,random,5,2,1.3333333333333333,3,1.4,0.2
German,89,natural,10,3,2.25,4,2.1,0.1
German,89,random,10,5,3.0,2,1.3,0.1
German,90,natural,5,4,4.0,1,0.8,0.2
German,90,random,5,3,2.0,2,1.0,0.2
German,91,natural,11,3,2.5,4,2.1818181818181817,0.09090909090909091
German,91,random,11,3,1.6666666666666667,5,2.5454545454545454,0.09090909090909091
German,92,natural,9,4,2.6666666666666665,2,1.3333333333333333,0.1111111111111111
German,92,random,9,3,1.6,3,1.6666666666666667,0.1111111111111111
German,93,natural,15,4,1.75,4,2.1333333333333333,0.06666666666666667
German,93,random,15,4,1.5555555555555556,5,2.4,0.06666666666666667
German,94,natural,21,10,3.8,3,1.5,0.04523809523809524
German,94,random,21,4,1.3333333333333333,8,3.2857142857142856,0.047619047619047616
German,95,natural,11,4,2.5,3,1.6363636363636365,0.09090909090909091
German,95,random,11,3,1.4285714285714286,4,2.090909090909091,0.09090909090909091
German,96,natural,7,5,3.0,2,1.0,0.14285714285714285
German,96,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,97,natural,11,3,2.0,5,2.272727272727273,0.09090909090909091
German,97,random,11,3,1.6666666666666667,4,2.0,0.09090909090909091
German,98,natural,7,4,3.0,2,1.1428571428571428,0.14285714285714285
German,98,random,7,3,2.0,2,1.2857142857142858,0.14285714285714285
German,99,natural,16,3,2.3333333333333335,5,2.6,0.058333333333333334
German,99,random,16,5,1.875,5,2.375,0.0625
German,100,natural,11,4,2.0,3,1.8181818181818181,0.09090909090909091
German,100,random,11,3,1.25,8,3.4545454545454546,0.09090909090909091
German,101,natural,11,5,2.5,2,1.3636363636363635,0.09090909090909091
German,101,random,11,4,2.0,2,1.4545454545454546,0.09090909090909091
German,102,natural,18,5,3.2,4,2.235294117647059,0.05228758169934641
German,102,random,18,4,1.4166666666666667,7,3.111111111111111,0.05555555555555555
German,103,natural,22,9,3.5,3,1.6363636363636365,0.045454545454545456
German,103,random,22,4,1.6153846153846154,5,2.6363636363636362,0.045454545454545456
German,104,natural,6,5,5.0,1,0.8333333333333334,0.16666666666666666
German,104,random,6,3,2.5,2,1.1666666666666667,0.16666666666666666
German,105,natural,18,6,2.8333333333333335,3,1.6111111111111112,0.05555555555555555
German,105,random,18,4,1.7,4,2.111111111111111,0.05555555555555555
German,106,natural,36,6,2.8333333333333335,6,3.8285714285714287,0.026984126984126985
German,106,random,36,6,1.5909090909090908,12,5.25,0.027777777777777776
German,107,natural,18,7,3.4,5,2.5,0.05555555555555555
German,107,random,18,4,1.8888888888888888,5,2.4444444444444446,0.05555555555555555
German,108,natural,9,6,2.6666666666666665,2,1.1111111111111112,0.1111111111111111
German,108,random,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,109,natural,29,5,2.3333333333333335,9,3.8620689655172415,0.034482758620689655
German,109,random,29,4,1.5555555555555556,7,3.2413793103448274,0.034482758620689655
German,110,natural,21,6,2.5,5,2.142857142857143,0.047619047619047616
German,110,random,21,5,1.6666666666666667,5,2.1904761904761907,0.047619047619047616
German,111,natural,10,5,3.0,2,1.3,0.1
German,111,random,10,3,1.5,4,1.9,0.1
German,112,natural,16,5,3.0,4,2.625,0.0625
German,112,random,16,5,1.875,8,3.375,0.0625
German,113,natural,10,5,3.0,3,1.4,0.1
German,113,random,10,3,1.5,6,2.6,0.1
German,114,natural,19,6,2.4285714285714284,3,1.7222222222222223,0.049707602339181284
German,114,random,19,3,1.2857142857142858,12,5.0,0.05263157894736842
German,115,natural,10,5,2.25,3,1.4,0.1
German,115,random,10,3,1.5,5,2.1,0.1
German,116,natural,8,5,2.3333333333333335,2,1.125,0.125
German,116,random,8,3,1.4,3,1.625,0.125
German,117,natural,14,4,2.4,3,1.7692307692307692,0.06593406593406594
German,117,random,14,3,1.625,5,2.5714285714285716,0.07142857142857142
German,118,natural,9,6,4.0,2,1.1111111111111112,0.1111111111111111
German,118,random,9,4,1.6,4,1.6666666666666667,0.1111111111111111
German,119,natural,15,5,3.25,2,1.5,0.06190476190476191
German,119,random,15,3,1.4,6,2.6666666666666665,0.06666666666666667
German,120,natural,18,6,2.6666666666666665,5,2.411764705882353,0.05228758169934641
German,120,random,18,5,1.7,5,2.5555555555555554,0.05555555555555555
German,121,natural,14,5,2.6,3,1.6428571428571428,0.07142857142857142
German,121,random,14,4,1.625,4,2.2142857142857144,0.07142857142857142
German,122,natural,7,4,3.0,2,1.1428571428571428,0.14285714285714285
German,122,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,123,natural,25,7,3.0,4,2.08,0.04
German,123,random,25,3,1.263157894736842,10,4.52,0.04
German,124,natural,13,6,3.0,3,1.5384615384615385,0.07692307692307693
German,124,random,13,3,2.0,4,2.3846153846153846,0.07692307692307693
German,125,natural,4,2,1.5,2,1.0,0.25
German,125,random,4,2,1.5,2,1.0,0.25
German,126,natural,14,6,3.25,2,1.4285714285714286,0.07142857142857142
German,126,random,14,3,1.3,8,3.4285714285714284,0.07142857142857142
German,127,natural,10,7,4.5,2,1.1,0.1
German,127,random,10,4,1.8,3,1.5,0.1
German,128,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,128,random,9,3,1.3333333333333333,5,2.111111111111111,0.1111111111111111
German,129,natural,10,4,2.25,3,1.6,0.1
German,129,random,10,3,1.8,4,2.1,0.1
German,130,natural,13,7,3.0,3,1.3846153846153846,0.07692307692307693
German,130,random,13,3,1.5,6,2.6153846153846154,0.07692307692307693
German,131,natural,12,5,3.6666666666666665,3,1.75,0.08333333333333333
German,131,random,12,4,1.375,5,2.0833333333333335,0.08333333333333333
German,132,natural,20,5,3.0,4,2.3157894736842106,0.04736842105263158
German,132,random,20,4,1.5833333333333333,9,4.55,0.05
German,133,natural,13,4,3.0,4,2.230769230769231,0.07692307692307693
German,133,random,13,3,1.3333333333333333,5,2.6153846153846154,0.07692307692307693
German,134,natural,7,6,6.0,1,0.8571428571428571,0.14285714285714285
German,134,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,135,natural,11,5,3.3333333333333335,3,1.5454545454545454,0.09090909090909091
German,135,random,11,4,1.6666666666666667,4,1.9090909090909092,0.09090909090909091
German,136,natural,7,4,2.0,2,1.1428571428571428,0.14285714285714285
German,136,random,7,2,1.2,3,1.7142857142857142,0.14285714285714285
German,137,natural,5,4,4.0,1,0.8,0.2
German,137,random,5,3,2.0,2,1.0,0.2
German,138,natural,14,6,4.333333333333333,3,1.6428571428571428,0.07142857142857142
German,138,random,14,4,1.8571428571428572,4,1.9285714285714286,0.07142857142857142
German,139,natural,18,4,2.125,5,2.6666666666666665,0.05555555555555555
German,139,random,18,4,1.4166666666666667,6,3.0555555555555554,0.05555555555555555
German,140,natural,5,4,4.0,1,0.8,0.2
German,140,random,5,2,1.3333333333333333,3,1.4,0.2
German,141,natural,5,3,2.0,2,1.0,0.2
German,141,random,5,2,1.3333333333333333,2,1.2,0.2
German,142,natural,23,5,2.75,6,3.0,0.043478260869565216
German,142,random,23,5,1.5714285714285714,10,3.608695652173913,0.043478260869565216
German,143,natural,7,5,3.0,2,1.0,0.14285714285714285
German,143,random,7,3,1.5,3,1.4285714285714286,0.14285714285714285
German,144,natural,19,5,2.25,4,2.210526315789474,0.05263157894736842
German,144,random,19,3,1.6363636363636365,8,4.105263157894737,0.05263157894736842
German,145,natural,20,5,2.7142857142857144,4,2.1,0.05
German,145,random,20,4,1.9,7,3.2,0.05
German,146,natural,14,6,2.6,4,2.0,0.07142857142857142
German,146,random,14,4,1.625,7,3.0,0.07142857142857142
German,147,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
German,147,random,9,4,2.6666666666666665,3,1.5555555555555556,0.1111111111111111
German,148,natural,24,6,2.875,4,2.125,0.041666666666666664
German,148,random,24,5,1.9166666666666667,6,2.5833333333333335,0.041666666666666664
German,149,natural,15,6,2.8,3,1.6,0.06666666666666667
German,149,random,15,4,1.75,5,2.2666666666666666,0.06666666666666667
German,150,natural,6,5,5.0,1,0.8333333333333334,0.16666666666666666
German,150,random,6,2,1.25,3,1.5,0.16666666666666666
German,151,natural,7,5,3.0,2,1.0,0.14285714285714285
German,151,random,7,4,3.0,2,1.1428571428571428,0.14285714285714285
German,152,natural,24,6,2.75,4,2.0,0.03985507246376811
German,152,random,24,3,1.4375,11,4.333333333333333,0.041666666666666664
German,153,natural,27,8,3.7142857142857144,4,2.111111111111111,0.037037037037037035
German,153,random,27,4,1.4444444444444444,8,3.7777777777777777,0.037037037037037035
German,154,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,154,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
German,155,natural,8,5,3.5,2,1.125,0.125
German,155,random,8,5,2.3333333333333335,3,1.25,0.125
German,156,natural,10,3,2.25,3,1.7,0.1
German,156,random,10,4,2.25,4,1.8,0.1
German,157,natural,6,4,2.5,2,1.0,0.16666666666666666
German,157,random,6,3,1.6666666666666667,3,1.3333333333333333,0.16666666666666666
German,158,natural,22,8,4.2,4,2.227272727272727,0.045454545454545456
German,158,random,22,4,1.6153846153846154,10,5.0,0.045454545454545456
German,159,natural,13,6,4.0,2,1.3846153846153846,0.07692307692307693
German,159,random,13,3,1.3333333333333333,8,3.5384615384615383,0.07692307692307693
German,160,natural,15,5,3.5,4,2.0,0.06666666666666667
German,160,random,15,4,1.5555555555555556,4,1.9333333333333333,0.06666666666666667
